,index,p_saleprice
0,1,43641.21549564367
1,4,208257.72731918353
2,7,233552.41744252038
3,11,259993.218612829
4,13,166627.29295489844
5,18,203755.2893830319
6,20,67203.02136335941
7,22,156729.1095518365
8,26,213376.73616157495
9,43,132856.90168553218
10,44,103954.20161930565
11,45,179621.90292289783
12,46,191524.70567165315
13,52,316523.8442870821
14,53,275647.62747470033
15,55,209770.76570529817
16,58,237193.21503933705
17,63,267081.99054210447
18,66,88298.10051290249
19,69,133735.66361127514
20,74,225687.28542830842
21,81,290467.734246589
22,85,144628.21014364692
23,89,246927.28032163158
24,92,275999.4483426553
25,93,114151.01650838181
26,97,146056.8325700052
27,101,130849.40767685254
28,102,187782.95080702542
29,103,236632.03682545153
30,104,189911.7540412771
31,106,198833.55172979203
32,107,173603.22906695795
33,109,152166.9280894734
34,113,197202.65781963943
35,122,232744.94253600924
36,124,132802.83458344894
37,127,184304.53654267383
38,132,123123.45550594968
39,144,143513.26492830645
40,153,78933.24600849161
41,154,210754.65724360524
42,156,244546.56099739927
43,162,91503.91167312814
44,164,260061.33721665712
45,169,112668.87810998457
46,173,330982.72451534914
47,174,200657.4436739965
48,180,123793.11870319326
49,184,641846.1487718353
50,187,110519.74356995546
51,190,125797.53168131667
52,195,159437.1861576573
53,196,133064.30692969612
54,197,357189.58701044065
55,201,217723.41040259227
56,203,51891.75483331992
57,208,140636.72060766537
58,211,161514.8370169741
59,215,178536.01979931933
60,221,185394.88824303006
61,224,160122.20101801935
62,225,187366.06076792162
63,231,81112.88597347355
64,234,149560.33076323918
65,236,304503.4737499894
66,240,366182.46411081287
67,246,108575.5851839257
68,249,177306.42753950763
69,250,135618.99438337958
70,254,306849.77020253637
71,257,168129.85975000984
72,260,133137.83980311127
73,263,188528.66459249868
74,267,224988.9267935648
75,269,153664.20083752484
76,272,14446.97951162816
77,275,129675.00298162876
78,278,215706.28245888907
79,279,148011.13595694047
80,283,76742.14993533655
81,287,139455.7059812001
82,289,146920.99062415538
83,297,148860.69137930102
84,300,202934.96111603687
85,301,234405.5637215157
86,304,74475.62361646746
87,322,186986.58600640926
88,325,172011.46457071532
89,326,176457.09913670132
90,331,153093.70433282037
91,333,136829.92816976598
92,335,171563.22174458927
93,336,251339.35032389523
94,338,166823.27368876594
95,341,168190.66671195184
96,343,169337.71250583953
97,345,274130.75180021673
98,346,102395.12644624966
99,349,236108.37345970143
100,352,158974.12338627782
101,353,124910.50395459123
102,354,282727.93694151216
103,358,122665.99147994164
104,369,-6386.300701569533
105,380,169710.9378213922
106,386,215436.13033671468
107,390,150628.64796739235
108,399,295906.2776628006
109,413,111305.29325689771
110,416,93897.02061264636
111,419,255614.10749707604
112,427,174106.26737451344
113,433,138098.78330921405
114,434,216392.26242424105
115,436,193684.12360749138
116,440,129360.8923834858
117,449,196843.00329802278
118,454,163717.8796122002
119,455,197820.3128135926
120,462,130627.12053148565
121,463,156399.40932512772
122,468,125532.47818452446
123,469,146241.16177402297
124,478,99980.00490231533
125,481,123066.98843197175
126,484,271772.0657323841
127,488,152505.73053334095
128,495,208704.36528562428
129,500,125055.19391862047
130,501,249227.50237264344
131,504,321796.5992297812
132,506,143922.20357082854
133,508,153264.59143171576
134,517,148660.1437379159
135,529,324424.699334353
136,530,165077.36130296742
137,539,220115.81285455148
138,540,126745.28993102978
139,542,177472.24761089706
140,548,173371.2096558269
141,553,208669.60735755484
142,555,45696.80150068458
143,556,288063.1801447915
144,560,330488.81878302596
145,566,338239.63756934763
146,567,279133.5390965254
147,573,217476.35497254715
148,574,159460.3921264205
149,575,212170.68492691102
150,578,181481.94158119592
151,583,223512.93951038667
152,586,164189.3478192694
153,587,297175.02476541884
154,588,179338.21036486072
155,591,149348.86843763618
156,592,212684.9304312982
157,593,-5715.466031765798
158,595,138402.63116353168
159,602,212277.4473076642
160,607,178305.58459588955
161,608,195251.63088493794
162,615,225886.12017317885
163,633,150298.22060114122
164,635,240229.742720549
165,640,129982.90667758207
166,643,266516.06094491784
167,645,167467.7145622233
168,650,202344.93812385434
169,651,119169.48081810307
170,676,199607.87232811563
171,677,338482.9831600345
172,685,137962.54610155802
173,690,163038.05076206801
174,692,260592.3122242936
175,693,147367.9758326772
176,697,247196.97840469796
177,701,220395.5989117499
178,708,133621.893047143
179,709,229721.44298497494
180,712,173942.69191750442
181,715,99757.10836032615
182,716,148815.57113686227
183,717,149882.92447582888
184,719,135618.26724383747
185,724,226662.6853858824
186,731,171868.11114285025
187,733,160160.1589593687
188,734,8550.77540792781
189,736,221233.47120638355
190,739,143839.1569849169
191,740,154688.14683056832
192,750,191279.7661671748
193,752,227080.2164194847
194,753,189902.84724579565
195,761,141957.50751145068
196,763,181835.44498759322
197,772,252624.62902847887
198,775,136417.90849668742
199,780,189497.48975381837
200,781,130571.99969976209
201,787,194807.7376528657
202,792,220842.96525753662
203,793,180883.90045956802
204,795,167441.13505028957
205,796,289539.69914583466
206,797,271865.5049907386
207,802,169401.56890046108
208,813,225845.03512039245
209,822,191462.83651378518
210,829,159913.8416147593
211,839,229463.15970611433
212,840,241020.28175624018
213,843,163143.27994517586
214,844,126015.15482822875
215,845,197436.79315633723
216,852,234490.854921808
217,854,217086.617467209
218,855,176698.4587304385
219,856,168677.35789332562
220,858,198808.426496943
221,860,226228.65310838795
222,865,151164.06119373324
223,868,92042.93640808668
224,884,181232.4351691997
225,892,214074.56307845376
226,896,276104.96281189495
227,899,178640.57886965852
228,900,161822.79773970158
229,902,182348.21556091262
230,904,277799.8418054823
231,909,195445.5272911156
232,911,199983.76593908342
233,912,174896.80641020462
234,916,196396.3337337051
235,919,173101.28455320653
236,923,182260.82908703713
237,927,163570.22760033817
238,928,180905.58771368978
239,930,200308.5642018905
240,931,296090.17595930025
241,943,130119.98030141438
242,946,191490.17476313794
243,949,132445.94544818392
244,952,82711.44133963087
245,954,166866.36663028854
246,955,83606.76646521571
247,956,111671.129251807
248,965,202862.68957963586
249,968,149305.95150561095
250,973,25658.301880401326
251,978,139728.48509482318
252,979,146776.7036891773
253,980,173589.68863109546
254,988,146346.05714055034
255,989,236247.2789627728
256,991,275225.659462197
257,996,158078.49356238218
258,997,188065.28617691505
259,999,217117.73228878388
260,1001,134497.1928050646
261,1003,145249.01290102
262,1004,53010.19381435774
263,1008,179880.60988279292
264,1009,292603.1219831847
265,1015,260148.4189922216
266,1017,303119.6255637917
267,1021,179798.82215428865
268,1023,269698.765706924
269,1025,133323.8709577506
270,1027,121273.61285861372
271,1032,188452.25829590159
272,1036,271035.4444579794
273,1039,195236.60457211384
274,1042,198206.58815110987
275,1047,89478.08330151439
276,1052,180965.13581822393
277,1056,108200.26459478936
278,1058,175441.7552408285
279,1068,117643.50168665755
280,1071,213465.1751252869
281,1072,148986.76293406822
282,1077,227988.03919718578
283,1080,121726.6083078445
284,1086,163629.9711265494
285,1088,197382.35338327568
286,1089,161996.529143509
287,1092,245743.48936292133
288,1094,152059.8197064423
289,1095,179782.10359693272
290,1097,82796.00540038059
291,1100,109045.35144037241
292,1105,209828.30468129297
293,1106,127858.74802960502
294,1110,264631.89375663665
295,1116,173906.75157098123
296,1124,320704.317319446
297,1126,177997.16983405454
298,1131,162797.16585942218
299,1143,138009.56495609973
300,1146,138388.9620388553
301,1155,232338.02148831356
302,1156,178635.2848225988
303,1157,89126.56589206657
304,1160,273946.41165030585
305,1163,164070.05618852307
306,1179,254885.86130028777
307,1181,234210.53714674455
308,1183,81556.70152678853
